tax_id	Org_name	GeneID	CurrentID	Status	Symbol	Aliases	description	other_designations	map_location	chromosome	genomic_nucleotide_accession.version	start_position_on_the_genomic_accession	end_position_on_the_genomic_accession	orientation	exon_count	OMIM	
9606	Homo sapiens	112997594	0	live	LOC112997594		Sharpr-MPRA regulatory region 5314		5q	5	NC_000005.10	56003161	56003455	plus	0		
9606	Homo sapiens	112997593	0	live	LOC112997593		Sharpr-MPRA regulatory region 1432		5p	5	NC_000005.10	5598696	5598990	plus	0		
9606	Homo sapiens	112997592	0	live	LOC112997592		Sharpr-MPRA regulatory region 11344		5p	5	NC_000005.10	43631287	43631581	plus	0		
9606	Homo sapiens	112997591	0	live	LOC112997591		Sharpr-MPRA regulatory region 2050		5p	5	NC_000005.10	42993207	42993501	plus	0		
9606	Homo sapiens	112997590	0	live	LOC112997590		Sharpr-MPRA regulatory region 14991		5p	5	NC_000005.10	39158147	39158441	plus	0		
9606	Homo sapiens	112997589	0	live	LOC112997589		Sharpr-MPRA regulatory region 7458		5p	5	NC_000005.10	38382887	38383181	plus	0		
9606	Homo sapiens	112997588	0	live	LOC112997588		Sharpr-MPRA regulatory region 5569		5p	5	NC_000005.10	30040542	30040836	plus	0		
9606	Homo sapiens	112997587	0	live	LOC112997587		Sharpr-MPRA regulatory region 13238		5p	5	NC_000005.10	20616220	20616514	plus	0		
9606	Homo sapiens	112997586	0	live	LOC112997586		Sharpr-MPRA regulatory region 1936		5p	5	NC_000005.10	2993395	2993689	plus	0		
9606	Homo sapiens	112997585	0	live	LOC112997585		Sharpr-MPRA regulatory region 1435		5p	5	NC_000005.10	19047340	19047634	plus	0		
9606	Homo sapiens	112997584	0	live	LOC112997584		Sharpr-MPRA regulatory region 4162		5q	5	NC_000005.10	180313749	180314043	plus	0		
9606	Homo sapiens	112997583	0	live	LOC112997583		Sharpr-MPRA regulatory region 15558		5q	5	NC_000005.10	179836769	179837063	plus	0		
9606	Homo sapiens	112997582	0	live	LOC112997582		Sharpr-MPRA regulatory region 11836		5q	5	NC_000005.10	179623668	179623962	plus	0		
9606	Homo sapiens	112997581	0	live	LOC112997581		Sharpr-MPRA regulatory region 9172		5q	5	NC_000005.10	179198808	179199102	plus	0		
9606	Homo sapiens	112997580	0	live	LOC112997580		Sharpr-MPRA regulatory region 12912		5q	5	NC_000005.10	175696586	175696880	plus	0		
9606	Homo sapiens	112997579	0	live	LOC112997579		Sharpr-MPRA regulatory region 8865		5q	5	NC_000005.10	175195666	175195960	plus	0		
9606	Homo sapiens	112997577	0	live	LOC112997577		Sharpr-MPRA regulatory region 5956		5q	5	NC_000005.10	172983586	172983880	plus	0		
9606	Homo sapiens	112997576	0	live	LOC112997576		Sharpr-MPRA regulatory region 10478		5q	5	NC_000005.10	172420625	172420919	plus	0		
9606	Homo sapiens	112997575	0	live	LOC112997575		Sharpr-MPRA regulatory region 1765		5q	5	NC_000005.10	171965765	171966059	plus	0		
9606	Homo sapiens	112997574	0	live	LOC112997574		Sharpr-MPRA regulatory region 10249		5q	5	NC_000005.10	160477622	160477916	plus	0		
9606	Homo sapiens	112997572	0	live	LOC112997572		Sharpr-MPRA regulatory region 5199		5q	5	NC_000005.10	157694381	157694675	plus	0		
9606	Homo sapiens	112997571	0	live	LOC112997571		Sharpr-MPRA regulatory region 8057		5q	5	NC_000005.10	157652081	157652375	plus	0		
9606	Homo sapiens	112997570	0	live	LOC112997570		Sharpr-MPRA regulatory region 11709		5q	5	NC_000005.10	155024169	155024463	plus	0		
9606	Homo sapiens	112997569	0	live	LOC112997569		Sharpr-MPRA regulatory region 2793		5q	5	NC_000005.10	150542987	150543281	plus	0		
9606	Homo sapiens	112997568	0	live	LOC112997568		Sharpr-MPRA regulatory region 14436		5q	5	NC_000005.10	150317246	150317540	plus	0		
9606	Homo sapiens	112997567	0	live	LOC112997567		Sharpr-MPRA regulatory region 10925		5q	5	NC_000005.10	149611326	149611620	plus	0		
9606	Homo sapiens	112997566	0	live	LOC112997566		Sharpr-MPRA regulatory region 2549		5q	5	NC_000005.10	145979346	145979640	plus	0		
9606	Homo sapiens	112997565	0	live	LOC112997565		Sharpr-MPRA regulatory region 10277		5q	5	NC_000005.10	143507224	143507518	plus	0		
9606	Homo sapiens	112997564	0	live	LOC112997564		Sharpr-MPRA regulatory region 738		5q	5	NC_000005.10	142362804	142363098	plus	0		
9606	Homo sapiens	112997563	0	live	LOC112997563		Sharpr-MPRA regulatory region 13738		5q	5	NC_000005.10	141557902	141558196	plus	0		
9606	Homo sapiens	112997562	0	live	LOC112997562		Sharpr-MPRA regulatory region 6103		5q	5	NC_000005.10	140725944	140726238	plus	0		
9606	Homo sapiens	112997561	0	live	LOC112997561		Sharpr-MPRA regulatory region 7870		5q	5	NC_000005.10	138213340	138213634	plus	0		
9606	Homo sapiens	112997560	0	live	LOC112997560		Sharpr-MPRA regulatory region 11877		5q	5	NC_000005.10	138178580	138178874	plus	0		
9606	Homo sapiens	112997559	0	live	LOC112997559		Sharpr-MPRA regulatory region 2274		5q	5	NC_000005.10	135973360	135973654	plus	0		
9606	Homo sapiens	112997558	0	live	LOC112997558		Sharpr-MPRA regulatory region 14284		5q	5	NC_000005.10	132103396	132103690	plus	0		
9606	Homo sapiens	112997557	0	live	LOC112997557		Sharpr-MPRA regulatory region 1157		5q	5	NC_000005.10	130167096	130167390	plus	0		
9606	Homo sapiens	112997556	0	live	LOC112997556		Sharpr-MPRA regulatory region 3880		5q	5	NC_000005.10	126845797	126846091	plus	0		
9606	Homo sapiens	112997555	0	live	LOC112997555		Sharpr-MPRA regulatory region 10286		5q	5	NC_000005.10	126543737	126544031	plus	0		
9606	Homo sapiens	112997554	0	live	LOC112997554		Sharpr-MPRA regulatory region 6		5q	5	NC_000005.10	116085272	116085566	plus	0		
9606	Homo sapiens	112997553	0	live	LOC112997553		Sharpr-MPRA regulatory region 9882		5q	5	NC_000005.10	112861052	112861346	plus	0		
9606	Homo sapiens	112997552	0	live	LOC112997552		Sharpr-MPRA regulatory region 2532		5q	5	NC_000005.10	109990448	109990742	plus	0		
9606	Homo sapiens	112997551	0	live	LOC112997551		Sharpr-MPRA regulatory region 12583		5p	5	NC_000005.10	10588897	10589191	plus	0		
9606	Homo sapiens	112997550	0	live	LOC112997550		Sharpr-MPRA regulatory region 12783		5p	5	NC_000005.10	10313297	10313591	plus	0		
9606	Homo sapiens	112997549	0	live	LOC112997549		Sharpr-MPRA regulatory region 3968		5p	5	NC_000005.10	1594414	1594708	plus	0		
9606	Homo sapiens	112997548	0	live	LOC112997548		Sharpr-MPRA regulatory region 8068		5p	5	NC_000005.10	1385774	1386068	plus	0		
9606	Homo sapiens	112997547	0	live	LOC112997547		Sharpr-MPRA regulatory region 519		4q	4	NC_000004.12	94148038	94148332	plus	0		
9606	Homo sapiens	112997546	0	live	LOC112997546		Sharpr-MPRA regulatory region 11108		4q	4	NC_000004.12	87317577	87317871	plus	0		
9606	Homo sapiens	112997544	0	live	LOC112997544		Sharpr-MPRA regulatory region 10444		4q	4	NC_000004.12	83618476	83618770	plus	0		
9606	Homo sapiens	112997543	0	live	LOC112997543		Sharpr-MPRA regulatory region 4722		4q	4	NC_000004.12	83548496	83548790	plus	0		
9606	Homo sapiens	112997542	0	live	LOC112997542		Sharpr-MPRA regulatory region 5990		4q	4	NC_000004.12	83455816	83456110	plus	0		
9606	Homo sapiens	112997541	0	live	LOC112997541		Sharpr-MPRA regulatory region 10996		4q	4	NC_000004.12	83323136	83323430	plus	0		
9606	Homo sapiens	112997540	0	live	LOC112997540		Sharpr-MPRA regulatory region 13773		4q	4	NC_000004.12	83284636	83284930	plus	0		
9606	Homo sapiens	112997539	0	live	LOC112997539		Sharpr-MPRA regulatory region 10366		4q	4	NC_000004.12	83139676	83139970	plus	0		
9606	Homo sapiens	112997538	0	live	LOC112997538		Sharpr-MPRA regulatory region 7954		4q	4	NC_000004.12	83034896	83035190	plus	0		
9606	Homo sapiens	112997537	0	live	LOC112997537		Sharpr-MPRA regulatory region 10449		4q	4	NC_000004.12	82531896	82532190	plus	0		
9606	Homo sapiens	112997536	0	live	LOC112997536		Sharpr-MPRA regulatory region 4448		4p	4	NC_000004.12	8479142	8479436	plus	0		
9606	Homo sapiens	112997535	0	live	LOC112997535		Sharpr-MPRA regulatory region 10702		4q	4	NC_000004.12	78862455	78862749	plus	0		
9606	Homo sapiens	112997534	0	live	LOC112997534		Sharpr-MPRA regulatory region 8749		4q	4	NC_000004.12	76781936	76782230	plus	0		
9606	Homo sapiens	112978671	0	live	LOC112978671		Sharpr-MPRA regulatory region 11080		4q	4	NC_000004.12	74191152	74191446	plus	0		
9606	Homo sapiens	112978670	0	live	LOC112978670		Sharpr-MPRA regulatory region 3382		4q	4	NC_000004.12	72112552	72112846	plus	0		
9606	Homo sapiens	112978669	0	live	LOC112978669		Sharpr-MPRA regulatory region 10246		4q	4	NC_000004.12	69832591	69832885	plus	0		
9606	Homo sapiens	112978668	0	live	LOC112978668		Sharpr-MPRA regulatory region 14367		4p	4	NC_000004.12	7831402	7831696	plus	0		
9606	Homo sapiens	112978667	0	live	LOC112978667		Sharpr-MPRA regulatory region 5388		4p	4	NC_000004.12	7539742	7540036	plus	0		
9606	Homo sapiens	112978664	0	live	LOC112978664		Sharpr-MPRA regulatory region 12223		4p	4	NC_000004.12	6734482	6734776	plus	0		
9606	Homo sapiens	112978663	0	live	LOC112978663		Sharpr-MPRA regulatory region 442		4p	4	NC_000004.12	46405012	46405306	plus	0		
9606	Homo sapiens	112942287	0	live	LOC112942287		Sharpr-MPRA regulatory region 6384		4p	4	NC_000004.12	42332192	42332486	plus	0		
9606	Homo sapiens	112942286	0	live	LOC112942286		Sharpr-MPRA regulatory region 13490		4p	4	NC_000004.12	42302412	42302706	plus	0		
9606	Homo sapiens	112942285	0	live	LOC112942285		Sharpr-MPRA regulatory region 11490		4p	4	NC_000004.12	40897592	40897886	plus	0		
9606	Homo sapiens	112942284	0	live	LOC112942284		Sharpr-MPRA regulatory region 11878		4p	4	NC_000004.12	4541922	4542216	plus	0		
9606	Homo sapiens	112939936	0	live	LOC112939936		Sharpr-MPRA regulatory region 9855		4p	4	NC_000004.12	4259522	4259816	plus	0		
9606	Homo sapiens	112939935	0	live	LOC112939935		Sharpr-MPRA regulatory region 11886		4p	4	NC_000004.12	39458869	39459163	plus	0		
9606	Homo sapiens	112939933	0	live	LOC112939933		Sharpr-MPRA regulatory region 13104		4p	4	NC_000004.12	38802628	38802922	plus	0		
9606	Homo sapiens	112939932	0	live	LOC112939932		Sharpr-MPRA regulatory region 2247		4p	4	NC_000004.12	37431387	37431681	plus	0		
9606	Homo sapiens	112939931	0	live	LOC112939931		Sharpr-MPRA regulatory region 11927		4p	4	NC_000004.12	34335227	34335521	plus	0		
9606	Homo sapiens	112939930	0	live	LOC112939930		Sharpr-MPRA regulatory region 10599		4p	4	NC_000004.12	3206082	3206376	plus	0		
9606	Homo sapiens	112939929	0	live	LOC112939929		Sharpr-MPRA regulatory region 11222		4p	4	NC_000004.12	27696287	27696581	plus	0		
9606	Homo sapiens	112939928	0	live	LOC112939928		Sharpr-MPRA regulatory region 10171		4p	4	NC_000004.12	24137906	24138200	plus	0		
9606	Homo sapiens	112939923	0	live	LOC112939923		Sharpr-MPRA regulatory region 8333		4q	4	NC_000004.12	168803798	168804092	plus	0		
9606	Homo sapiens	112939922	0	live	LOC112939922		Sharpr-MPRA regulatory region 6683		4q	4	NC_000004.12	165622037	165622331	plus	0		
9606	Homo sapiens	112939921	0	live	LOC112939921		Sharpr-MPRA regulatory region 10686		4q	4	NC_000004.12	156771397	156771691	plus	0		
9606	Homo sapiens	112939920	0	live	LOC112939920		Sharpr-MPRA regulatory region 7108		4q	4	NC_000004.12	152100517	152100811	plus	0		
9606	Homo sapiens	112939919	0	live	LOC112939919		Sharpr-MPRA regulatory region 2118		4q	4	NC_000004.12	143166816	143167110	plus	0		
9606	Homo sapiens	112939918	0	live	LOC112939918		Sharpr-MPRA regulatory region 13606		4q	4	NC_000004.12	133268234	133268528	plus	0		
9606	Homo sapiens	112935979	0	live	LOC112935979		Sharpr-MPRA regulatory region 2230		4q	4	NC_000004.12	122766874	122767168	plus	0		
9606	Homo sapiens	112935978	0	live	LOC112935978		Sharpr-MPRA regulatory region 11420		4q	4	NC_000004.12	122003354	122003648	plus	0		
9606	Homo sapiens	112935977	0	live	LOC112935977		Sharpr-MPRA regulatory region 8715		4q	4	NC_000004.12	120648414	120648708	plus	0		
9606	Homo sapiens	112935976	0	live	LOC112935976		Sharpr-MPRA regulatory region 2369		4q	4	NC_000004.12	113404293	113404587	plus	0		
9606	Homo sapiens	112935975	0	live	LOC112935975		Sharpr-MPRA regulatory region 864		4q	4	NC_000004.12	112760153	112760447	plus	0		
9606	Homo sapiens	112935974	0	live	LOC112935974		Sharpr-MPRA regulatory region 9995		4q	4	NC_000004.12	112297133	112297427	plus	0		
9606	Homo sapiens	112935973	0	live	LOC112935973		Sharpr-MPRA regulatory region 2998		4q	4	NC_000004.12	112083273	112083567	plus	0		
9606	Homo sapiens	112935972	0	live	LOC112935972		Sharpr-MPRA regulatory region 12117		4q	4	NC_000004.12	109174253	109174547	plus	0		
9606	Homo sapiens	112935971	0	live	LOC112935971		Sharpr-MPRA regulatory region 11278		4q	4	NC_000004.12	106032832	106033126	plus	0		
9606	Homo sapiens	112935970	0	live	LOC112935970		Sharpr-MPRA regulatory region 12553		4q	4	NC_000004.12	99099358	99099652	plus	0		
9606	Homo sapiens	112935966	0	live	LOC112935966		Sharpr-MPRA regulatory region 14327		3q	3	NC_000003.12	99878045	99878339	plus	0		
9606	Homo sapiens	112935965	0	live	LOC112935965		Sharpr-MPRA regulatory region 13337		3q	3	NC_000003.12	98039345	98039639	plus	0		
9606	Homo sapiens	112935964	0	live	LOC112935964		Sharpr-MPRA regulatory region 9245		3q	3	NC_000003.12	95923545	95923839	plus	0		
9606	Homo sapiens	112935963	0	live	LOC112935963		Sharpr-MPRA regulatory region 14744		3p	3	NC_000003.12	9897905	9898199	plus	0		
9606	Homo sapiens	112935962	0	live	LOC112935962		Sharpr-MPRA regulatory region 4090		3p	3	NC_000003.12	81985958	81986252	plus	0		
9606	Homo sapiens	112935961	0	live	LOC112935961		Sharpr-MPRA regulatory region 2645		3p	3	NC_000003.12	75432878	75433172	plus	0		
9606	Homo sapiens	112935959	0	live	LOC112935959		Sharpr-MPRA regulatory region 9383		3p	3	NC_000003.12	73192078	73192372	plus	0		
9606	Homo sapiens	112935958	0	live	LOC112935958		Sharpr-MPRA regulatory region 10785		3p	3	NC_000003.12	73051838	73052132	plus	0		
9606	Homo sapiens	112935957	0	live	LOC112935957		Sharpr-MPRA regulatory region 11074		3p	3	NC_000003.12	72462718	72463012	plus	0		
9606	Homo sapiens	112935956	0	live	LOC112935956		Sharpr-MPRA regulatory region 3399		3p	3	NC_000003.12	70264458	70264752	plus	0		
9606	Homo sapiens	112935955	0	live	LOC112935955		Sharpr-MPRA regulatory region 14465		3p	3	NC_000003.12	61985035	61985329	plus	0		
9606	Homo sapiens	112935954	0	live	LOC112935954		Sharpr-MPRA regulatory region 9847		3p	3	NC_000003.12	61251255	61251549	plus	0		
9606	Homo sapiens	112935953	0	live	LOC112935953		Sharpr-MPRA regulatory region 12305		3p	3	NC_000003.12	58161762	58162056	plus	0		
9606	Homo sapiens	112935952	0	live	LOC112935952		Sharpr-MPRA regulatory region 2534		3p	3	NC_000003.12	58052342	58052636	plus	0		
9606	Homo sapiens	112935951	0	live	LOC112935951		Sharpr-MPRA regulatory region 6639		3p	3	NC_000003.12	57007581	57007875	plus	0		
9606	Homo sapiens	112935950	0	live	LOC112935950		Sharpr-MPRA regulatory region 8375		3p	3	NC_000003.12	53194173	53194467	plus	0		
9606	Homo sapiens	112935949	0	live	LOC112935949		Sharpr-MPRA regulatory region 10522		3p	3	NC_000003.12	52210733	52211027	plus	0		
9606	Homo sapiens	112935948	0	live	LOC112935948		Sharpr-MPRA regulatory region 13023		3p	3	NC_000003.12	52189153	52189447	plus	0		
9606	Homo sapiens	112935947	0	live	LOC112935947		Sharpr-MPRA regulatory region 62		3p	3	NC_000003.12	51538493	51538787	plus	0		
9606	Homo sapiens	112935946	0	live	LOC112935946		Sharpr-MPRA regulatory region 7935		3p	3	NC_000003.12	49411996	49412290	plus	0		
9606	Homo sapiens	112935945	0	live	LOC112935945		Sharpr-MPRA regulatory region 9849		3p	3	NC_000003.12	48240979	48241273	plus	0		
9606	Homo sapiens	112935944	0	live	LOC112935944		Sharpr-MPRA regulatory region 56		3p	3	NC_000003.12	47781839	47782133	plus	0		
9606	Homo sapiens	112935943	0	live	LOC112935943		Sharpr-MPRA regulatory region 2536		3p	3	NC_000003.12	46935499	46935793	plus	0		
9606	Homo sapiens	112935942	0	live	LOC112935942		Sharpr-MPRA regulatory region 3821		3p	3	NC_000003.12	44885597	44885891	plus	0		
9606	Homo sapiens	112935941	0	live	LOC112935941		Sharpr-MPRA regulatory region 3370		3p	3	NC_000003.12	43455157	43455451	plus	0		
9606	Homo sapiens	112935938	0	live	LOC112935938		Sharpr-MPRA regulatory region 13936		3p	3	NC_000003.12	42880977	42881271	plus	0		
9606	Homo sapiens	112935937	0	live	LOC112935937		Sharpr-MPRA regulatory region 10622		3p	3	NC_000003.12	42823397	42823691	plus	0		
9606	Homo sapiens	112935936	0	live	LOC112935936		Sharpr-MPRA regulatory region 2509		3p	3	NC_000003.12	42732297	42732591	plus	0		
9606	Homo sapiens	112935935	0	live	LOC112935935		Sharpr-MPRA regulatory region 10354		3p	3	NC_000003.12	41115138	41115432	plus	0		
9606	Homo sapiens	112935934	0	live	LOC112935934		Sharpr-MPRA regulatory region 4350		3p	3	NC_000003.12	41026578	41026872	plus	0		
9606	Homo sapiens	112935933	0	live	LOC112935933		Sharpr-MPRA regulatory region 7904		3p	3	NC_000003.12	40457138	40457432	plus	0		
9606	Homo sapiens	112935932	0	live	LOC112935932		Sharpr-MPRA regulatory region 14798		3p	3	NC_000003.12	4533805	4534099	plus	0		
9606	Homo sapiens	112935931	0	live	LOC112935931		Sharpr-MPRA regulatory region 4455		3p	3	NC_000003.12	4340585	4340879	plus	0		
9606	Homo sapiens	112935930	0	live	LOC112935930		Sharpr-MPRA regulatory region 5010		3p	3	NC_000003.12	38275238	38275532	plus	0		
9606	Homo sapiens	112935929	0	live	LOC112935929		Sharpr-MPRA regulatory region 7921		3p	3	NC_000003.12	37993958	37994252	plus	0		
9606	Homo sapiens	112935928	0	live	LOC112935928		Sharpr-MPRA regulatory region 2511		3p	3	NC_000003.12	32800537	32800831	plus	0		
9606	Homo sapiens	112935927	0	live	LOC112935927		Sharpr-MPRA regulatory region 10717		3p	3	NC_000003.12	20589337	20589631	plus	0		
9606	Homo sapiens	112935926	0	live	LOC112935926		Sharpr-MPRA regulatory region 6653		3q	3	NC_000003.12	197718958	197719252	plus	0		
9606	Homo sapiens	112935925	0	live	LOC112935925		Sharpr-MPRA regulatory region 8415		3q	3	NC_000003.12	197712338	197712632	plus	0		
9606	Homo sapiens	112935924	0	live	LOC112935924		Sharpr-MPRA regulatory region 3422		3q	3	NC_000003.12	196338478	196338772	plus	0		
9606	Homo sapiens	112935923	0	live	LOC112935923		Sharpr-MPRA regulatory region 2136		3q	3	NC_000003.12	194769200	194769494	plus	0		
9606	Homo sapiens	112935922	0	live	LOC112935922		Sharpr-MPRA regulatory region 10974		3q	3	NC_000003.12	194722700	194722994	plus	0		
9606	Homo sapiens	112935921	0	live	LOC112935921		Sharpr-MPRA regulatory region 6697		3q	3	NC_000003.12	194205740	194206034	plus	0		
9606	Homo sapiens	112935920	0	live	LOC112935920		Sharpr-MPRA regulatory region 4772		3q	3	NC_000003.12	193942560	193942854	plus	0		
9606	Homo sapiens	112935919	0	live	LOC112935919		Sharpr-MPRA regulatory region 14389		3q	3	NC_000003.12	190386420	190386714	plus	0		
9606	Homo sapiens	112935918	0	live	LOC112935918		Sharpr-MPRA regulatory region 910		3q	3	NC_000003.12	188290641	188290935	plus	0		
9606	Homo sapiens	112935917	0	live	LOC112935917		Sharpr-MPRA regulatory region 2895		3q	3	NC_000003.12	187986541	187986835	plus	0		
9606	Homo sapiens	112935914	0	live	LOC112935914		Sharpr-MPRA regulatory region 9080		3q	3	NC_000003.12	186596940	186597234	plus	0		
9606	Homo sapiens	112935913	0	live	LOC112935913		Sharpr-MPRA regulatory region 12547		3q	3	NC_000003.12	183298881	183299175	plus	0		
9606	Homo sapiens	112935912	0	live	LOC112935912		Sharpr-MPRA regulatory region 36		3q	3	NC_000003.12	177359881	177360175	plus	0		
9606	Homo sapiens	112935911	0	live	LOC112935911		Sharpr-MPRA regulatory region 5683		3q	3	NC_000003.12	177039921	177040215	plus	0		
9606	Homo sapiens	112935910	0	live	LOC112935910		Sharpr-MPRA regulatory region 3964		3q	3	NC_000003.12	172711039	172711333	plus	0		
9606	Homo sapiens	112935909	0	live	LOC112935909		Sharpr-MPRA regulatory region 14584		3q	3	NC_000003.12	172289579	172289873	plus	0		
9606	Homo sapiens	112935908	0	live	LOC112935908		Sharpr-MPRA regulatory region 4529		3q	3	NC_000003.12	172179859	172180153	plus	0		
9606	Homo sapiens	112935907	0	live	LOC112935907		Sharpr-MPRA regulatory region 12227		3q	3	NC_000003.12	171159140	171159434	plus	0		
9606	Homo sapiens	112935906	0	live	LOC112935906		Sharpr-MPRA regulatory region 5121		3q	3	NC_000003.12	170330361	170330655	plus	0		
9606	Homo sapiens	112935905	0	live	LOC112935905		Sharpr-MPRA regulatory region 7912		3q	3	NC_000003.12	169773201	169773495	plus	0		
9606	Homo sapiens	112935904	0	live	LOC112935904		Sharpr-MPRA regulatory region 14107		3q	3	NC_000003.12	169232861	169233155	plus	0		
9606	Homo sapiens	112935902	0	live	LOC112935902		Sharpr-MPRA regulatory region 11264		3p	3	NC_000003.12	16101522	16101816	plus	0		
9606	Homo sapiens	112935901	0	live	LOC112935901		Sharpr-MPRA regulatory region 2365		3q	3	NC_000003.12	156812540	156812834	plus	0		
9606	Homo sapiens	112935900	0	live	LOC112935900		Sharpr-MPRA regulatory region 7914		3q	3	NC_000003.12	154324380	154324674	plus	0		
9606	Homo sapiens	112935899	0	live	LOC112935899		Sharpr-MPRA regulatory region 12497		3q	3	NC_000003.12	153023920	153024214	plus	0		
9606	Homo sapiens	112935898	0	live	LOC112935898		Sharpr-MPRA regulatory region 6181		3q	3	NC_000003.12	150371862	150372156	plus	0		
9606	Homo sapiens	112935897	0	live	LOC112935897		Sharpr-MPRA regulatory region 9408		3q	3	NC_000003.12	150038922	150039216	plus	0		
9606	Homo sapiens	112935896	0	live	LOC112935896		Sharpr-MPRA regulatory region 7236		3q	3	NC_000003.12	148158242	148158536	plus	0		
9606	Homo sapiens	112903842	0	live	LOC112903842		Sharpr-MPRA regulatory region 12219		3q	3	NC_000003.12	142285207	142285501	plus	0		
9606	Homo sapiens	112903841	0	live	LOC112903841		Sharpr-MPRA regulatory region 8692		3p	3	NC_000003.12	14847962	14848256	plus	0		
9606	Homo sapiens	112903840	0	live	LOC112903840		Sharpr-MPRA regulatory region 1318		3q	3	NC_000003.12	139772647	139772941	plus	0		
9606	Homo sapiens	112903839	0	live	LOC112903839		Sharpr-MPRA regulatory region 3993		3q	3	NC_000003.12	139344127	139344421	plus	0		
9606	Homo sapiens	112903838	0	live	LOC112903838		Sharpr-MPRA regulatory region 3094		3q	3	NC_000003.12	136213367	136213661	plus	0		
9606	Homo sapiens	112903837	0	live	LOC112903837		Sharpr-MPRA regulatory region 4898		3q	3	NC_000003.12	134224205	134224499	plus	0		
9606	Homo sapiens	112903836	0	live	LOC112903836		Sharpr-MPRA regulatory region 13907		3q	3	NC_000003.12	133038085	133038379	plus	0		
9606	Homo sapiens	112903835	0	live	LOC112903835		Sharpr-MPRA regulatory region 9074		3q	3	NC_000003.12	133041265	133041559	plus	0		
9606	Homo sapiens	112903834	0	live	LOC112903834		Sharpr-MPRA regulatory region 4110		3p	3	NC_000003.12	13662349	13662643	plus	0		
9606	Homo sapiens	112872303	0	live	LOC112872303		Sharpr-MPRA regulatory region 14456		3q	3	NC_000003.12	129623586	129623880	plus	0		
9606	Homo sapiens	112872302	0	live	LOC112872302		Sharpr-MPRA regulatory region 12201		3q	3	NC_000003.12	129614926	129615220	plus	0		
9606	Homo sapiens	112872301	0	live	LOC112872301		Sharpr-MPRA regulatory region 1469		3q	3	NC_000003.12	129558766	129559060	plus	0		
9606	Homo sapiens	112872300	0	live	LOC112872300		Sharpr-MPRA regulatory region 8693		3q	3	NC_000003.12	129448346	129448640	plus	0		
9606	Homo sapiens	112872299	0	live	LOC112872299		Sharpr-MPRA regulatory region 6458		3q	3	NC_000003.12	128813146	128813440	plus	0		
9606	Homo sapiens	112872298	0	live	LOC112872298		Sharpr-MPRA regulatory region 3129		3q	3	NC_000003.12	128592006	128592300	plus	0		
9606	Homo sapiens	112872297	0	live	LOC112872297		Sharpr-MPRA regulatory region 421		3q	3	NC_000003.12	127002186	127002480	plus	0		
9606	Homo sapiens	112872296	0	live	LOC112872296		Sharpr-MPRA regulatory region 2719		3q	3	NC_000003.12	126184606	126184900	plus	0		
9606	Homo sapiens	112872295	0	live	LOC112872295		Sharpr-MPRA regulatory region 1791		3q	3	NC_000003.12	125014645	125014939	plus	0		
9606	Homo sapiens	112872294	0	live	LOC112872294		Sharpr-MPRA regulatory region 10510		3q	3	NC_000003.12	123807862	123808156	plus	0		
9606	Homo sapiens	112872293	0	live	LOC112872293		Sharpr-MPRA regulatory region 6303		3q	3	NC_000003.12	121995362	121995656	plus	0		
9606	Homo sapiens	112872292	0	live	LOC112872292		Sharpr-MPRA regulatory region 30		3q	3	NC_000003.12	121545842	121546136	plus	0		
9606	Homo sapiens	112872291	0	live	LOC112872291		Sharpr-MPRA regulatory region 5916		3q	3	NC_000003.12	120742502	120742796	plus	0		
9606	Homo sapiens	112872290	0	live	LOC112872290		Sharpr-MPRA regulatory region 13833		3q	3	NC_000003.12	120094662	120094956	plus	0		
9606	Homo sapiens	112848344	0	live	LOC112848344		Sharpr-MPRA regulatory region 12076		3q	3	NC_000003.12	119557922	119558216	plus	0		
9606	Homo sapiens	112848343	0	live	LOC112848343		Sharpr-MPRA regulatory region 12929		3q	3	NC_000003.12	112770102	112770396	plus	0		
9606	Homo sapiens	112848342	0	live	LOC112848342		Sharpr-MPRA regulatory region 13806		3p	3	NC_000003.12	11225803	11226097	plus	0		
9606	Homo sapiens	112848341	0	live	LOC112848341		Sharpr-MPRA regulatory region 4803		3q	3	NC_000003.12	107367302	107367596	plus	0		
9606	Homo sapiens	112841611	0	live	LOC112841611		Sharpr-MPRA regulatory region 7874		3q	3	NC_000003.12	101849205	101849499	plus	0		
9606	Homo sapiens	112841610	0	live	LOC112841610		Sharpr-MPRA regulatory region 11		3q	3	NC_000003.12	101779025	101779319	plus	0		
9606	Homo sapiens	112841609	0	live	LOC112841609		Sharpr-MPRA regulatory region 1605		3p	3	NC_000003.12	10758604	10758898	plus	0		
9606	Homo sapiens	112841607	0	live	LOC112841607		Sharpr-MPRA regulatory region 4718		2q	2	NC_000002.12	96225111	96225405	plus	0		
9606	Homo sapiens	112841606	0	live	LOC112841606		Sharpr-MPRA regulatory region 4518		2q	2	NC_000002.12	96157890	96158184	plus	0		
9606	Homo sapiens	112841605	0	live	LOC112841605		Sharpr-MPRA regulatory region 12215		2p	2	NC_000002.12	9763660	9763954	plus	0		
9606	Homo sapiens	112841604	0	live	LOC112841604		Sharpr-MPRA regulatory region 10317		2p	2	NC_000002.12	9365180	9365474	plus	0		
9606	Homo sapiens	112841603	0	live	LOC112841603		Sharpr-MPRA regulatory region 1991		2p	2	NC_000002.12	86563306	86563600	plus	0		
